ko	map	pathway
K06413	Unknown	Unknown
K06415	Unknown	Unknown
K06416	Unknown	Unknown
K06441	map00680	Methane metabolism
K06442	Unknown	Unknown
K06446	map00930	Caprolactam degradation
K06518	Unknown	Unknown
K06595	map02030	Bacterial chemotaxis
K06603	map02040	Flagellar assembly
K06605	Unknown	Unknown
K06607	Unknown	Unknown
K06608	Unknown	Unknown
K06609	Unknown	Unknown
K06610	Unknown	Unknown
K06647	map04111	Cell cycle - yeast
K06660	map04113	Meiosis - yeast
K06670	map04111	Cell cycle - yeast
K06672	map04111	Cell cycle - yeast
K06699	map03050	Proteasome
K06709	Unknown	Unknown
K06714	Unknown	Unknown
K06726	map02010	ABC transporters
K06860	Unknown	Unknown
K06861	map02010	ABC transporters
K06864	Unknown	Unknown
K06867	Unknown	Unknown
K06871	Unknown	Unknown
K06872	Unknown	Unknown
K06877	Unknown	Unknown
K06878	Unknown	Unknown
K06881	Unknown	Unknown
K06883	Unknown	Unknown
K06885	Unknown	Unknown
K06889	Unknown	Unknown
K06890	Unknown	Unknown
K06891	Unknown	Unknown
K06893	Unknown	Unknown
K06894	Unknown	Unknown
K06895	Unknown	Unknown
K06896	Unknown	Unknown
K06898	Unknown	Unknown
K06899	Unknown	Unknown
K06900	Unknown	Unknown
K06901	Unknown	Unknown
K06902	Unknown	Unknown
K06903	Unknown	Unknown
K06904	Unknown	Unknown
K06905	Unknown	Unknown
K06907	Unknown	Unknown
K06908	Unknown	Unknown
K06909	Unknown	Unknown
K06910	Unknown	Unknown
K06911	Unknown	Unknown
K06915	Unknown	Unknown
K06916	Unknown	Unknown
K06917	Unknown	Unknown
K06919	Unknown	Unknown
K06920	Unknown	Unknown
K06921	Unknown	Unknown
K06922	Unknown	Unknown
K06923	Unknown	Unknown
K06925	Unknown	Unknown
K06926	Unknown	Unknown
K06927	Unknown	Unknown
K06929	Unknown	Unknown
K06931	Unknown	Unknown
K06934	Unknown	Unknown
K06937	Unknown	Unknown
K06940	Unknown	Unknown
K06941	Unknown	Unknown
K06942	Unknown	Unknown
K06946	Unknown	Unknown
K06948	Unknown	Unknown
K06949	Unknown	Unknown
K06950	Unknown	Unknown
K06951	Unknown	Unknown
K06956	Unknown	Unknown
K06958	Unknown	Unknown
K06959	Unknown	Unknown
K06960	Unknown	Unknown
K06962	Unknown	Unknown
K06966	Unknown	Unknown
K06967	Unknown	Unknown
K06969	Unknown	Unknown
K06971	Unknown	Unknown
K06972	Unknown	Unknown
K06973	Unknown	Unknown
K06975	Unknown	Unknown
K06977	Unknown	Unknown
K06978	Unknown	Unknown
K06980	Unknown	Unknown
K06985	map04112	Cell cycle - Caulobacter
K06990	Unknown	Unknown
K06994	Unknown	Unknown
K06997	Unknown	Unknown
K06998	Unknown	Unknown
K06999	Unknown	Unknown
K07000	Unknown	Unknown
K07001	Unknown	Unknown
K07003	Unknown	Unknown
K07004	Unknown	Unknown
K07005	Unknown	Unknown
K07006	Unknown	Unknown
K07007	Unknown	Unknown
K07009	Unknown	Unknown
K07010	Unknown	Unknown
K07011	Unknown	Unknown
K07012	Unknown	Unknown
K07014	Unknown	Unknown
K07015	Unknown	Unknown
K07016	Unknown	Unknown
K07017	Unknown	Unknown
K07019	Unknown	Unknown
K07021	Unknown	Unknown
K07023	Unknown	Unknown
K07024	Unknown	Unknown
K07025	Unknown	Unknown
K07027	Unknown	Unknown
K07028	Unknown	Unknown
K07029	Unknown	Unknown
K07030	Unknown	Unknown
K07031	Unknown	Unknown
K07032	Unknown	Unknown
K07033	Unknown	Unknown
K07035	Unknown	Unknown
K07037	Unknown	Unknown
K07038	Unknown	Unknown
K07039	Unknown	Unknown
K07040	Unknown	Unknown
K07042	Unknown	Unknown
K07043	map00240	Pyrimidine metabolism
K07045	Unknown	Unknown
K07046	Unknown	Unknown
K07047	Unknown	Unknown
K07048	Unknown	Unknown
K07050	Unknown	Unknown
K07052	Unknown	Unknown
K07053	Unknown	Unknown
K07054	Unknown	Unknown
K07056	Unknown	Unknown
K07058	Unknown	Unknown
K07062	Unknown	Unknown
K07064	Unknown	Unknown
K07067	Unknown	Unknown
K07068	Unknown	Unknown
K07069	Unknown	Unknown
K07071	Unknown	Unknown
K07074	Unknown	Unknown
K07076	Unknown	Unknown
K07078	Unknown	Unknown
K07079	Unknown	Unknown
K07080	Unknown	Unknown
K07081	Unknown	Unknown
K07082	Unknown	Unknown
K07084	Unknown	Unknown
K07085	Unknown	Unknown
K07088	Unknown	Unknown
K07089	Unknown	Unknown
K07090	Unknown	Unknown
K07091	map02010	ABC transporters
K07095	Unknown	Unknown
K07097	Unknown	Unknown
K07098	Unknown	Unknown
K07099	Unknown	Unknown
K07101	Unknown	Unknown
K07102	Unknown	Unknown
K07104	Unknown	Unknown
K07105	Unknown	Unknown
K07106	map00520	Amino sugar and nucleotide sugar metabolism
K07107	Unknown	Unknown
K07112	Unknown	Unknown
K07114	Unknown	Unknown
K07117	Unknown	Unknown
K07118	Unknown	Unknown
K07120	Unknown	Unknown
K07121	Unknown	Unknown
K07124	Unknown	Unknown
K07126	Unknown	Unknown
K07130	Unknown	Unknown
K07132	Unknown	Unknown
K07133	Unknown	Unknown
K07137	Unknown	Unknown
K07138	Unknown	Unknown
K07139	Unknown	Unknown
K07141	Unknown	Unknown
K07145	Unknown	Unknown
K07146	Unknown	Unknown
K07149	Unknown	Unknown
K07150	Unknown	Unknown
K07152	Unknown	Unknown
K07154	Unknown	Unknown
K07160	Unknown	Unknown
K07162	Unknown	Unknown
K07164	Unknown	Unknown
K07165	Unknown	Unknown
K07166	Unknown	Unknown
K07170	Unknown	Unknown
K07171	Unknown	Unknown
K07173	map02024	Quorum sensing
K07175	Unknown	Unknown
K07177	Unknown	Unknown
K07180	Unknown	Unknown
K07181	Unknown	Unknown
K07182	Unknown	Unknown
K07183	Unknown	Unknown
K07192	map04910	Insulin signaling pathway
K07199	map05410	Hypertrophic cardiomyopathy (HCM)
K07203	map05221	Acute myeloid leukemia
K07214	Unknown	Unknown
K07219	Unknown	Unknown
K07220	Unknown	Unknown
K07221	Unknown	Unknown
K07222	Unknown	Unknown
K07223	Unknown	Unknown
K07230	Unknown	Unknown
K07231	Unknown	Unknown
K07238	Unknown	Unknown
K07239	Unknown	Unknown
K07240	Unknown	Unknown
K07241	Unknown	Unknown
K07243	Unknown	Iron acquisition
K07248	map00630	Glyoxylate and dicarboxylate metabolism
K07250	map00650	Butanoate metabolism
K07258	map00550	Peptidoglycan biosynthesis
K07259	map00550	Peptidoglycan biosynthesis
K07260	map00550	Peptidoglycan biosynthesis
K07262	Unknown	Unknown
K07263	Unknown	Unknown
K07264	Unknown	Unknown
K07267	Unknown	Unknown
K07268	Unknown	Unknown
K07271	Unknown	Unknown
K07272	Unknown	Unknown
K07273	Unknown	Unknown
K07275	Unknown	Unknown
K07277	Unknown	Unknown
K07278	Unknown	Unknown
K07282	Unknown	Unknown
K07284	Unknown	Unknown
K07287	Unknown	Unknown
K07301	Unknown	Unknown
K07304	Unknown	Unknown
K07305	Unknown	Unknown
K07306	Unknown	Unknown
K07307	Unknown	Unknown
K07308	Unknown	Unknown
K07309	map00450	Selenocompound metabolism
K07310	map00450	Selenocompound metabolism
K07313	Unknown	Unknown
K07315	Unknown	Unknown
K07316	Unknown	Unknown
K07317	Unknown	Unknown
K07318	Unknown	Unknown
K07319	Unknown	Unknown
K07322	Unknown	Unknown
K07323	Unknown	Unknown
K07326	Unknown	Unknown
K07334	Unknown	Unknown
K07335	Unknown	Unknown
K07339	Unknown	Unknown
K07341	Unknown	Unknown
K07343	Unknown	Unknown
K07344	Unknown	Unknown
K07347	Unknown	Unknown
K07359	map04920	Adipocytokine signaling pathway
K07374	map05130	Pathogenic Escherichia coli infection
K07375	map05130	Pathogenic Escherichia coli infection
K07386	Unknown	Unknown
K07387	Unknown	Unknown
K07391	Unknown	Unknown
K07392	Unknown	Unknown
K07393	Unknown	Unknown
K07397	Unknown	Unknown
K07399	Unknown	Unknown
K07402	Unknown	Unknown
K07403	Unknown	Unknown
K07404	map00030	Pentose phosphate pathway
K07405	map00500	Starch and sucrose metabolism
K07406	map00603	Glycosphingolipid biosynthesis - globo series
K07407	map00603	Glycosphingolipid biosynthesis - globo series
K07441	map00513	Various types of N-glycan biosynthesis
K07442	Unknown	Unknown
K07443	Unknown	Unknown
K07444	Unknown	Unknown
K07445	Unknown	Unknown
K07447	Unknown	Unknown
K07448	Unknown	Unknown
K07450	Unknown	Unknown
K07452	Unknown	Unknown
K07453	Unknown	Unknown
K07454	Unknown	Unknown
K07455	Unknown	Unknown
K07456	map03430	Mismatch repair
K07457	Unknown	Unknown
K07458	Unknown	Unknown
K07459	Unknown	Unknown
K07460	Unknown	Unknown
K07461	Unknown	Unknown
K07462	map03440	Homologous recombination
K07464	Unknown	Unknown
K07465	Unknown	Unknown
K07467	Unknown	Unknown
K07473	Unknown	Unknown
K07474	Unknown	Unknown
K07478	Unknown	Unknown
K07479	Unknown	Unknown
K07480	Unknown	Unknown
K07481	Unknown	Unknown
K07482	Unknown	Unknown
K07483	Unknown	Unknown
K07484	Unknown	Unknown
K07485	Unknown	Unknown
K07486	Unknown	Unknown
K07487	Unknown	Unknown
K07489	Unknown	Unknown
K07491	Unknown	Unknown
K07492	Unknown	Unknown
K07493	Unknown	Unknown
K07495	Unknown	Unknown
K07496	Unknown	Unknown
K07497	Unknown	Unknown
K07498	Unknown	Unknown
K07502	Unknown	Unknown
K07503	Unknown	Unknown
K07504	Unknown	Unknown
K07505	Unknown	Unknown
K07507	Unknown	Unknown
K07512	map00062	Fatty acid elongation in mitochondria
K07533	Unknown	Unknown
K07552	Unknown	Unknown
K07560	Unknown	Unknown
K07561	Unknown	Unknown
K07566	Unknown	Unknown
K07567	Unknown	Unknown
K07568	Unknown	Unknown
K07570	Unknown	Unknown
K07571	Unknown	Unknown
K07574	Unknown	Unknown
K07576	Unknown	Unknown
K07584	Unknown	Unknown
K07586	Unknown	Unknown
K07588	Unknown	Unknown
K07590	map03010	Ribosome
K07592	Unknown	Unknown
K07603	map04974	Protein digestion and absorption
K07636	map02020	Two-component system
K07638	map02020	Two-component system
K07641	map02020	Two-component system
K07642	map02020	Two-component system
K07644	map02020	Two-component system
K07645	map02020	Two-component system
K07646	map02020	Two-component system
K07648	map02020	Two-component system
K07650	map02020	Two-component system
K07651	map02020	Two-component system
K07652	map02020	Two-component system
K07653	map02020	Two-component system
K07654	map02020	Two-component system
K07657	map02020	Two-component system
K07658	map02020	Two-component system
K07659	map02020	Two-component system
K07661	map02020	Two-component system
K07662	map02020	Two-component system
K07664	map02020	Two-component system
K07665	map02020	Two-component system
K07667	map02020	Two-component system
K07668	map02020	Two-component system
K07669	map02020	Two-component system
K07670	map02020	Two-component system
K07673	map02020	Two-component system
K07675	map02020	Two-component system
K07678	map02020	Two-component system
K07683	map02020	Two-component system
K07684	map02020	Two-component system
K07687	map02020	Two-component system
K07692	map02020	Two-component system
K07693	map02020	Two-component system
K07694	map02020	Two-component system
K07695	map02020	Two-component system
K07696	map02020	Two-component system
K07701	map02020	Two-component system
K07704	map02020	Two-component system
K07705	map02020	Two-component system
K07706	map02020	Two-component system
K07707	map02020	Two-component system
K07708	map02020	Two-component system
K07710	map02020	Two-component system
K07712	map02020	Two-component system
K07713	map02020	Two-component system
K07714	map02020	Two-component system
K07715	map02020	Two-component system
K07717	map02020	Two-component system
K07718	map02020	Two-component system
K07719	map02020	Two-component system
K07720	map02020	Two-component system
K07722	Unknown	Unknown
K07726	Unknown	Unknown
K07727	Unknown	Unknown
K07729	Unknown	Unknown
K07735	Unknown	Unknown
K07736	Unknown	Unknown
K07737	Unknown	Unknown
K07738	Unknown	Unknown
K07739	Unknown	Unknown
K07741	Unknown	Unknown
K07742	Unknown	Unknown
K07746	Unknown	Unknown
K07749	Unknown	Unknown
K07755	Unknown	Unknown
K07757	Unknown	Unknown
K07768	map02020	Two-component system
K07770	map02020	Two-component system
K07774	map02020	Two-component system
K07775	map02020	Two-component system
K07776	map02020	Two-component system
K07778	map02020	Two-component system
K07786	map02020	Two-component system
K07787	map02020	Two-component system
K07791	Unknown	Unknown
K07792	map02020	Two-component system
K07793	map02020	Two-component system
K07795	map02020	Two-component system
K07796	map02020	Two-component system
K07797	map02020	Two-component system
K07798	map02020	Two-component system
K07799	map02020	Two-component system
K07806	map02020	Two-component system
K07812	Unknown	Unknown
K07813	map02020	Two-component system
K07814	Unknown	Unknown
K07816	map00230	Purine metabolism
K07821	Unknown	Unknown
K07862	Unknown	Unknown
K07974	Unknown	Unknown
K07976	Unknown	Unknown
K07977	Unknown	Unknown
K07979	Unknown	Unknown
K08054	map04612	Antigen processing and presentation
K08070	Unknown	Unknown
K08094	map00680	Methane metabolism
K08098	map00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
K08131	map04974	Protein digestion and absorption
K08137	Unknown	Unknown
K08138	Unknown	Unknown
K08139	map04113	Meiosis - yeast
K08141	Unknown	Unknown
K08151	Unknown	Unknown
K08152	Unknown	Unknown
K08153	Unknown	Unknown
K08156	Unknown	Unknown
K08157	Unknown	Unknown
K08159	Unknown	Unknown
K08161	Unknown	Multidrug resistance - efflux pump
K08164	Unknown	Unknown
K08165	Unknown	Unknown
K08166	Unknown	Unknown
K08167	Unknown	Unknown
K08168	Unknown	Unknown
K08169	Unknown	Unknown
K08170	Unknown	Unknown
K08172	Unknown	Unknown
K08173	Unknown	Unknown
K08176	Unknown	Unknown
K08177	Unknown	Unknown
K08191	Unknown	Unknown
K08192	Unknown	Unknown
K08194	Unknown	Unknown
K08217	Unknown	Unknown
K08218	Unknown	Unknown
K08223	Unknown	Unknown
K08224	Unknown	Unknown
K08225	Unknown	Unknown
K08234	Unknown	Unknown
K08239	map04142	Lysosome
K08252	Unknown	Unknown
K08256	Unknown	Unknown
K08257	Unknown	Unknown
K08259	Unknown	Unknown
K08260	map00860	Porphyrin and chlorophyll metabolism
K08266	map04150	mTOR signaling pathway
K08279	Unknown	Unknown
K08280	Unknown	Unknown
K08281	map00760	Nicotinate and nicotinamide metabolism
K08282	Unknown	Unknown
K08286	Unknown	Unknown
K08289	map00670	One carbon pool by folate
K08296	Unknown	Unknown
K08297	Unknown	Unknown
K08298	Unknown	Unknown
K08299	Unknown	Unknown
K08300	map03018	RNA degradation
K08301	Unknown	Unknown
K08302	map00052	Galactose metabolism
K08303	map05120	Type I collagen degradation
K08304	Unknown	Unknown
K08307	Unknown	Unknown
K08309	Unknown	Unknown
K08313	Unknown	Unknown
K08314	Unknown	Unknown
K08315	Unknown	Unknown
K08316	Unknown	Unknown
K08321	Unknown	Unknown
K08322	Unknown	Unknown
K08325	Unknown	Unknown
K08331	map04140	Regulation of autophagy
K08332	map04140	Regulation of autophagy
K08345	map00910	Nitrogen metabolism
K08351	Unknown	Unknown
K08352	Unknown	Unknown
K08358	map02020	Two-component system
K08365	Unknown	Unknown
K08368	Unknown	Unknown
K08369	Unknown	Unknown
K08372	map02020	Two-component system
K08384	Unknown	Unknown
K08483	map02060	Phosphotransferase system (PTS)
K08484	map02060	Phosphotransferase system (PTS)
K08488	map04145	Phagosome
K08499	map04130	SNARE interactions in vesicular transport
K08567	Unknown	Unknown
K08589	Unknown	Unknown
K08590	Unknown	Unknown
K08591	map00564	Glycerophospholipid metabolism
K08600	Unknown	Unknown
K08602	Unknown	Unknown
K08641	Unknown	Unknown
K08643	Unknown	Unknown
K08652	Unknown	Unknown
K08659	Unknown	Unknown
K08660	Unknown	Unknown
K08676	Unknown	Unknown
K08681	map00750	Vitamin B6 metabolism
K08687	map00330	Arginine and proline metabolism
K08696	Unknown	Unknown
K08698	Unknown	Unknown
K08711	map02010	ABC transporters
K08714	Unknown	Unknown
K08717	Unknown	Unknown
K08722	map00760	Nicotinate and nicotinamide metabolism
K08724	map00550	Peptidoglycan biosynthesis
K08726	map04146	Peroxisome
K08728	map00240	Pyrimidine metabolism
K08735	map05210	Colorectal cancer
K08737	map05210	Colorectal cancer
K08739	map03430	Mismatch repair
K08740	Unknown	Unknown
K08745	map03320	PPAR signaling pathway
K08770	map03320	PPAR signaling pathway
K08773	map05212	Pancreatic cancer
K08825	Unknown	Unknown
K08857	Unknown	Unknown
K08866	map04111	Cell cycle - yeast
K08884	Unknown	Unknown
K08900	Unknown	Unknown
K08955	Unknown	Unknown
K08956	Unknown	Unknown
K08961	Unknown	Unknown
K08963	map00270	Cysteine and methionine metabolism
K08965	map00270	Cysteine and methionine metabolism
K08969	map00270	Cysteine and methionine metabolism
K08972	Unknown	Unknown
K08974	Unknown	Unknown
K08978	Unknown	Unknown
K08981	Unknown	Unknown
K08986	Unknown	Unknown
K08987	Unknown	Unknown
K08996	Unknown	Unknown
K08997	Unknown	Unknown
K08998	Unknown	Unknown
K08999	Unknown	Unknown
K09001	Unknown	Unknown
K09002	Unknown	Unknown
K09009	Unknown	Unknown
K09013	Unknown	Unknown
K09014	Unknown	Unknown
K09015	Unknown	Unknown
K09020	Unknown	Unknown
K09022	Unknown	Unknown
K09065	map00330	Arginine and proline metabolism
K09117	Unknown	Unknown
K09118	Unknown	Unknown
K09121	Unknown	Unknown
K09123	Unknown	Unknown
K09124	Unknown	Unknown
K09125	Unknown	Unknown
K09128	Unknown	Unknown
K09134	Unknown	Unknown
K09136	Unknown	Unknown
K09138	Unknown	Unknown
K09144	Unknown	Unknown
K09153	Unknown	Unknown
K09155	Unknown	Unknown
K09157	Unknown	Unknown
K09161	Unknown	Unknown
K09162	Unknown	Unknown
K09167	Unknown	Unknown
K09181	Unknown	Unknown
K09240	Unknown	Unknown
K09242	Unknown	Unknown
K09248	Unknown	Unknown
K09265	Unknown	Unknown
K09384	Unknown	Unknown
K09425	Unknown	Unknown
K09457	Unknown	Unknown
K09458	map00061	Fatty acid biosynthesis
K09466	Unknown	Unknown
K09474	map02020	Two-component system
K09477	map02020	Two-component system
K09495	Unknown	Unknown
K09497	Unknown	Unknown
K09503	map04141	Protein processing in endoplasmic reticulum
K09516	map00830	Retinol metabolism
K09540	map04141	Protein processing in endoplasmic reticulum
K09553	map05020	Prion diseases
K09607	Unknown	Unknown
K09612	Unknown	Unknown
K09650	Unknown	Unknown
K09680	map00770	Pantothenate and CoA biosynthesis
K09681	Unknown	Unknown
K09685	Unknown	Unknown
K09686	map02010	ABC transporters
K09687	map02010	ABC transporters
K09690	map02010	ABC transporters
K09691	map02010	ABC transporters
K09692	map02010	ABC transporters
K09693	map02010	ABC transporters
K09696	map02020	Two-component system
K09697	map02020	Two-component system
K09698	map00970	Aminoacyl-tRNA biosynthesis
K09699	map00280	Valine, leucine and isoleucine degradation
K09700	Unknown	Unknown
K09703	Unknown	Unknown
K09704	Unknown	Unknown
K09705	Unknown	Unknown
K09706	Unknown	Unknown
K09710	Unknown	Unknown
K09729	Unknown	Unknown
K09747	Unknown	Unknown
K09748	Unknown	Unknown
K09749	Unknown	Unknown
K09758	map00270	Cysteine and methionine metabolism
K09760	Unknown	Unknown
K09761	Unknown	Unknown
K09762	Unknown	Unknown
K09764	Unknown	Unknown
K09765	Unknown	Unknown
K09766	Unknown	Unknown
K09767	Unknown	Unknown
K09768	Unknown	Unknown
K09769	Unknown	Unknown
K09770	Unknown	Unknown
K09771	Unknown	Unknown
K09772	Unknown	Unknown
K09773	Unknown	Unknown
K09774	Unknown	Unknown
K09775	Unknown	Unknown
K09777	Unknown	Unknown
K09778	Unknown	Unknown
K09780	Unknown	Unknown
K09787	Unknown	Unknown
K09788	Unknown	Unknown
K09789	Unknown	Unknown
K09790	Unknown	Unknown
K09793	Unknown	Unknown
K09794	Unknown	Unknown
K09797	Unknown	Unknown
K09798	Unknown	Unknown
K09800	Unknown	Unknown
K09802	Unknown	Unknown
K09803	Unknown	Unknown
K09805	Unknown	Unknown
K09807	Unknown	Unknown
K09808	map02010	ABC transporters
K09809	Unknown	Unknown
K09810	map02010	ABC transporters
K09811	map02010	ABC transporters
K09812	map02010	ABC transporters
K09815	map02010	ABC transporters
K09816	map02010	ABC transporters
K09817	map02010	ABC transporters
K09818	Unknown	Unknown
K09819	Unknown	Unknown
K09820	Unknown	Unknown
K09824	Unknown	Unknown
K09825	Unknown	Unknown
K09835	map00906	Carotenoid biosynthesis
K09861	Unknown	Unknown
K09885	Unknown	Unknown
K09888	Unknown	Unknown
K09889	Unknown	Unknown
K09894	Unknown	Unknown
K09903	map00240	Pyrimidine metabolism
K09920	Unknown	Unknown
K09922	Unknown	Unknown
K09923	Unknown	Unknown
K09924	Unknown	Unknown
K09931	Unknown	Unknown
K09934	Unknown	Unknown
K09935	Unknown	Unknown
K09936	Unknown	Unknown
K09939	Unknown	Unknown
K09940	Unknown	Unknown
K09949	Unknown	Unknown
K09951	Unknown	Unknown
K09952	Unknown	Unknown
K09955	Unknown	Unknown
K09960	Unknown	Unknown
K09961	Unknown	Unknown
K09962	Unknown	Unknown
K09963	Unknown	Unknown
K09964	Unknown	Unknown
K09968	Unknown	Unknown
K09969	map02010	ABC transporters
K09971	map02010	ABC transporters
K09972	map02010	ABC transporters
K09973	Unknown	Unknown
K09974	Unknown	Unknown
K09976	Unknown	Unknown
K09988	Unknown	Unknown
K10000	map02010	ABC transporters
K10001	map02010	ABC transporters
K10003	map02010	ABC transporters
K10004	map02010	ABC transporters
K10005	map02010	ABC transporters
K10006	map02010	ABC transporters
K10007	map02010	ABC transporters
K10008	map02010	ABC transporters
K10010	map02010	ABC transporters
K10011	map00520	Amino sugar and nucleotide sugar metabolism
K10026	Unknown	Unknown
K10036	map02010	ABC transporters
K10038	map02010	ABC transporters
K10039	map02010	ABC transporters
K10040	map02010	ABC transporters
K10041	map02010	ABC transporters
K10094	map02010	ABC transporters
K10108	map02030	Bacterial chemotaxis
K10109	map02010	ABC transporters
K10110	map02010	ABC transporters
K10111	map02010	ABC transporters
K10112	map02010	ABC transporters
K10117	map02010	ABC transporters
K10118	map02010	ABC transporters
K10119	map02010	ABC transporters
K10120	Unknown	Unknown
K10121	Unknown	Unknown
K10122	Unknown	Unknown
K10126	map02020	Two-component system
K10188	map02010	ABC transporters
K10189	map02010	ABC transporters
K10190	map02010	ABC transporters
K10200	map02010	ABC transporters
K10206	map00300	Lysine biosynthesis
K10218	map00660	C5-Branched dibasic acid metabolism
K10231	Unknown	Unknown
K10243	map02010	ABC transporters
K10254	Unknown	Unknown
K10259	map04120	Ubiquitin mediated proteolysis
K10276	Unknown	Unknown
K10352	map05416	Viral myocarditis
K10353	map00230	Purine metabolism
K10392	Unknown	Unknown
K10415	map04962	Vasopressin-regulated water reabsorption
K10439	map02030	Bacterial chemotaxis
K10440	map02010	ABC transporters
K10441	map02010	ABC transporters
K10530	Unknown	Unknown
K10532	map04142	Lysosome
K10536	map00330	Arginine and proline metabolism
K10539	map02010	ABC transporters
K10540	map02030	Bacterial chemotaxis
K10541	map02010	ABC transporters
K10542	map02010	ABC transporters
K10544	map02010	ABC transporters
K10546	map02010	ABC transporters
K10547	map02010	ABC transporters
K10548	map02010	ABC transporters
K10549	map02010	ABC transporters
K10550	map02010	ABC transporters
K10551	map02010	ABC transporters
K10555	map02010	ABC transporters
K10556	map02010	ABC transporters
K10557	map02010	ABC transporters
K10558	map02010	ABC transporters
K10563	map03410	Base excision repair
K10592	map04120	Ubiquitin mediated proteolysis
K10625	Unknown	Unknown
K10632	Unknown	Unknown
K10643	map03018	RNA degradation
K10670	Unknown	Unknown
K10672	Unknown	Unknown
K10677	Unknown	Unknown
K10678	map00633	Nitrotoluene degradation
K10681	map02020	Two-component system
K10682	map02020	Two-component system
K10708	Unknown	Unknown
K10710	Unknown	Unknown
K10711	Unknown	Unknown
K10726	Unknown	Unknown
K10729	Unknown	Unknown
K10742	map03030	DNA replication
K10743	map03030	DNA replication
K10751	Unknown	Unknown
K10763	Unknown	Unknown
K10773	map03410	Base excision repair
K10778	Unknown	Unknown
K10793	map00330	Arginine and proline metabolism
K10794	map00330	Arginine and proline metabolism
K10795	map00330	Arginine and proline metabolism
K10796	map00330	Arginine and proline metabolism
K10805	map01040	Biosynthesis of unsaturated fatty acids
K10807	map00480	Glutathione metabolism
K10819	Unknown	Unknown
K10820	Unknown	Unknown
K10829	Unknown	Unknown
K10834	Unknown	Unknown
K10838	map03420	Nucleotide excision repair
K10841	map03420	Nucleotide excision repair
K10843	map03420	Nucleotide excision repair
K10844	map03420	Nucleotide excision repair
K10848	map03420	Nucleotide excision repair
K10851	map02020	Two-component system
K10863	Unknown	Unknown
K10866	map03450	Non-homologous end-joining
K10875	map03440	Homologous recombination
K10877	map03440	Homologous recombination
K10887	map05340	Primary immunodeficiency
K10900	Unknown	Unknown
K10901	map03440	Homologous recombination
K10907	Unknown	Unknown
K10908	Unknown	Unknown
K10914	map05111	Vibrio cholerae pathogenic cycle
K10918	map05111	Vibrio cholerae pathogenic cycle
K10941	map05111	Vibrio cholerae pathogenic cycle
K10947	Unknown	Unknown
K10956	map05110	Vibrio cholerae infection
K10970	map00514	Other types of O-glycan biosynthesis
K10974	Unknown	Unknown
K10975	Unknown	Unknown
K10984	map02060	Phosphotransferase system (PTS)
K10985	map02060	Phosphotransferase system (PTS)
K10986	map02060	Phosphotransferase system (PTS)
K11004	map03070	Bacterial secretion system
K11016	map03070	Bacterial secretion system
K11031	map04621	Cytolysis
K11041	map05150	Staphylococcus aureus infection
K11045	Unknown	Unknown
K11047	Unknown	Unknown
K11048	Unknown	Unknown
K11049	Unknown	Unknown
K11050	map02010	ABC transporters
K11051	map02010	ABC transporters
K11052	Unknown	Unknown
K11053	Unknown	Unknown
K11054	Unknown	Unknown
K11055	Unknown	Unknown
K11056	Unknown	Unknown
K11063	Unknown	Unknown
K11065	Unknown	Unknown
K11066	Unknown	Unknown
K11068	Unknown	Unknown
K11069	map02010	ABC transporters
K11070	map02010	ABC transporters
K11071	map02010	ABC transporters
K11072	map02010	ABC transporters
K11085	map02010	ABC transporters
K11102	Unknown	Unknown
K11103	map02020	Two-component system
K11104	Unknown	Unknown
K11105	Unknown	Unknown
K11118	Unknown	Unknown
K11132	Unknown	Unknown
K11144	Unknown	Unknown
K11145	Unknown	Unknown
K11151	map00830	Retinol metabolism
K11175	map00670	One carbon pool by folate
K11176	map00230	Purine metabolism
K11179	map04122	Sulfur relay system
K11180	map00633	Nitrotoluene degradation
K11181	map00633	Nitrotoluene degradation
K11183	map02060	Phosphotransferase system (PTS)
K11184	Unknown	Unknown
K11189	Unknown	Unknown
K11201	Unknown	Unknown
K11202	Unknown	Unknown
K11203	Unknown	Unknown
K11216	Unknown	Unknown
K11229	map04011	MAPK signaling pathway - yeast
K11238	map04011	MAPK signaling pathway - yeast
K11251	map05322	Systemic lupus erythematosus
K11253	map05322	Systemic lupus erythematosus
K11254	map05322	Systemic lupus erythematosus
K11261	map00680	Methane metabolism
K11262	map04910	Insulin signaling pathway
K11263	map00061	Fatty acid biosynthesis
K11274	Unknown	Unknown
K11292	Unknown	Unknown
K11293	Unknown	Unknown
K11294	map05130	Pathogenic Escherichia coli infection
K11312	Unknown	Unknown
K11315	Unknown	Unknown
K11322	Unknown	Unknown
K11338	Unknown	Unknown
K11358	map00960	Alanine aspartate and glutamate metabolism
K11359	Unknown	Unknown
K11367	Unknown	Unknown
K11370	Unknown	Unknown
K11374	Unknown	Unknown
K11378	Unknown	Unknown
K11382	map02020	Two-component system
K11392	Unknown	Unknown
K11407	Unknown	Unknown
K11422	map00310	Lysine degradation
K11434	Unknown	Unknown
K11473	map00630	Glyoxylate and dicarboxylate metabolism
K11475	Unknown	Unknown
K11495	Unknown	Unknown
K11520	map02020	Two-component system
K11521	map02020	Two-component system
K11531	Unknown	Unknown
K11533	map00061	Fatty acid biosynthesis
K11534	Unknown	Unknown
K11535	Unknown	Unknown
K11537	Unknown	Unknown
